,expid,peakid,year,season,nation,bcdate,smtdate,smttime,o2used
336,GANG89301,GANG,1989,3.0,Yugoslavia,1989-09-06,1989-10-01,1400,0
337,GLAC89302,GLAC,1989,3.0,Poland,1989-10-19,1989-10-26,0600,0
338,GLAC89301,GLAC,1989,3.0,W Germany,1989-10-16,1989-10-18,,0
339,ANN289301,ANN2,1989,3.0,S Korea,1989-08-21,1989-09-21,1730,0
340,ANN189301,ANN1,1989,3.0,Bulgaria,1989-09-20,1989-10-28,1130,0
341,HIME89301,HIME,1989,3.0,S Korea,1989-08-29,1989-09-09,,1
342,MANA89301,MANA,1989,3.0,Spain,1989-09-05,1989-09-09,,0
343,MANA89302,MANA,1989,3.0,UK,1989-09-10,1989-10-20,,0
344,MANA89303,MANA,1989,3.0,Japan,1989-09-13,1989-10-12,,0
345,MANA89304,MANA,1989,3.0,Austria,1989-09-19,1989-10-10,,0
346,MANA89305,MANA,1989,3.0,USA,1989-09-30,1989-10-25,,0
347,LHOT89302,LHOT,1989,3.0,S Korea,1989-09-20,1989-10-14,0400,1
348,LHOT89301,LHOT,1989,3.0,Poland,1989-09-06,1989-10-24,,0
349,LSHR89301,LSHR,1989,3.0,S Korea,1989-08-21,1989-10-04,1500,0
350,PUMO89303,PUMO,1989,3.0,W Germany,1989-10-01,1989-10-12,1400,0
351,PUMO89307,PUMO,1989,3.0,Canada,1989-10-17,1989-10-19,1240,0
352,PUMO89306,PUMO,1989,3.0,USA,1989-10-09,1989-10-16,,0
353,PUMO89305,PUMO,1989,3.0,France,1989-10-03,1989-10-13,,0
354,PUMO89308,PUMO,1989,3.0,France,1989-10-24,1989-11-01,,0
355,PUMO89302,PUMO,1989,3.0,Spain,1989-09-16,1989-10-03,,0
356,PUMO89301,PUMO,1989,3.0,Italy,1989-08-31,1989-09-18,0930,0
357,PUMO89304,PUMO,1989,3.0,W Germany,1989-10-01,1989-10-13,,1
358,AMAD89301,AMAD,1989,3.0,Yugoslavia,1989-10-12,1989-10-28,,0
359,AMAD89303,AMAD,1989,3.0,USA,1989-10-20,1989-10-26,,0
360,AMAD89304,AMAD,1989,3.0,France,1989-10-26,1989-11-01,,0
361,AMAD89302,AMAD,1989,3.0,W Germany,1989-10-13,1989-10-22,,0
362,CHOY89303,CHOY,1989,3.0,Spain,1989-08-26,1989-09-19,1045,0
363,CHOY89304,CHOY,1989,3.0,Italy,1989-09-01,1989-09-18,,0
364,CHOY89302,CHOY,1989,3.0,Italy,1989-08-21,1989-09-17,,0
365,CHOY89305,CHOY,1989,3.0,Switzerland,1989-09-03,1989-09-18,,0
366,CHOY89301,CHOY,1989,3.0,S Korea,1989-08-17,1989-09-02,1630,0
367,DORJ89301,DORJ,1989,3.0,Italy,1989-10-05,1989-10-10,,0
368,GAN489301,GAN4,1989,3.0,Spain,1989-09-11,1989-10-06,,0
369,LANG89301,LANG,1989,3.0,UK,1989-09-15,1989-11-12,,0
370,LANG89302,LANG,1989,3.0,Switzerland,1989-10-26,1989-11-10,,0
371,BARU89301,BARU,1989,3.0,Switzerland,1989-10-14,1989-10-23,1500,0
372,JANU89301,JANU,1989,3.0,USA,1989-09-27,1989-10-27,,0
373,KANG89301,KANG,1989,3.0,France,1989-10-15,1989-10-24,,0
374,MAKA89306,MAKA,1989,3.0,USA,1989-09-17,1989-10-13,,0
375,MAKA89303,MAKA,1989,3.0,Spain,1989-09-03,1989-09-28,,0
376,MAKA89301,MAKA,1989,3.0,Spain,1989-08-26,1989-10-15,,0
377,MAKA89304,MAKA,1989,3.0,France,1989-09-07,1989-10-06,1445,0
378,MAKA89305,MAKA,1989,3.0,Austria,1989-09-09,1989-09-27,,0
379,MAKA89302,MAKA,1989,3.0,UK,1989-08-27,1989-10-09,,0
380,MAK289301,MAK2,1989,3.0,UK,1989-08-27,1989-09-26,,0
381,YALU89301,YALU,1989,3.0,S Korea,1989-09-15,1989-10-13,1555,1
382,EVER89306,EVER,1989,3.0,USA,1989-08-21,1989-10-14,,1
383,EVER89310,EVER,1989,3.0,Italy,1989-09-01,1989-09-25,,0
384,EVER89305,EVER,1989,3.0,Switzerland,1989-08-17,1989-09-25,,0
385,EVER89311,EVER,1989,3.0,France,1989-09-02,1989-09-07,,0
386,EVER89302,EVER,1989,3.0,USA,1989-08-13,1989-10-11,,1
387,EVER89304,EVER,1989,3.0,France,1989-08-16,1989-10-03,,0
388,EVER89307,EVER,1989,3.0,USA,1989-08-23,1989-10-24,,1
389,EVER89303,EVER,1989,3.0,Yugoslavia,1989-08-15,1989-10-11,,0
390,ANN189101,ANN1,1989,1.0,France,1989-04-04,1989-04-06,,0
391,LHOT89101,LHOT,1989,1.0,Yugoslavia,1989-03-31,1989-04-30,1445,0
392,ANN189401,ANN1,1989,4.0,Bulgaria,1989-11-22,1989-12-16,,0
393,ANN189402,ANN1,1989,4.0,S Korea,1989-11-26,1989-12-19,,0
394,DHA189401,DHA1,1989,4.0,France,1989-11-24,1989-12-03,,0
395,DHA189402,DHA1,1989,4.0,USA,1989-11-28,1989-12-19,,0
396,LSIS89401,LSIS,1989,4.0,S Korea,1989-12-09,1989-12-14,0919,0
397,LANR89401,LANR,1989,4.0,S Korea,1989-12-03,1989-12-09,1350,0
398,TILI89401,TILI,1989,4.0,Canada,1989-11-28,1989-12-02,,0
399,CHOY89402,CHOY,1989,4.0,S Korea,1989-12-12,1989-12-25,,0
400,CHOY89401,CHOY,1989,4.0,Belgium,1989-11-26,1989-12-16,,0
401,LHOT89401,LHOT,1989,4.0,France,1989-11-25,1989-11-29,,0
402,LHOT89402,LHOT,1989,4.0,France,1989-12-05,1989-12-29,,0
403,PUMO89402,PUMO,1989,4.0,Italy,1990-01-12,1990-01-22,,0
404,PUMO89401,PUMO,1989,4.0,USA,1989-12-24,1989-12-25,,0
405,TAWO89401,TAWO,1989,4.0,UK,1989-11-20,1989-12-11,1245,0
406,YALU89401,YALU,1989,4.0,S Korea,1989-11-27,1989-12-20,1605,1
407,ANNS90101,ANNS,1990,1.0,France,1990-05-12,1990-05-13,,0
408,DHA190102,DHA1,1990,1.0,Poland,1990-04-16,1990-04-24,1050,0
409,DHA190101,DHA1,1990,1.0,W Germany,1990-04-13,1990-05-11,1100,0
410,GANC90101,GANC,1990,1.0,Nepal,1990-04-11,1990-05-09,,0
411,LANG90101,LANG,1990,1.0,USA,1990-04-03,1990-04-17,,0
412,MANA90102,MANA,1990,1.0,Italy,1990-04-02,1990-04-26,1110,0
413,MANA90103,MANA,1990,1.0,France,1990-04-23,1990-05-02,,0
414,MANA90101,MANA,1990,1.0,USA,1990-03-15,1990-03-27,,0
415,AMAD90101,AMAD,1990,1.0,UK,1990-03-13,1990-04-04,1800,0
416,CHOY90102,CHOY,1990,1.0,Australia,1990-04-15,1990-05-11,0905,0
417,CHOY90103,CHOY,1990,1.0,France,1990-04-04,1990-04-30,,0
418,CHOY90104,CHOY,1990,1.0,W Germany,1990-05-05,1990-05-26,,1
419,PUMO90102,PUMO,1990,1.0,Norway,1990-03-23,1990-04-05,,0
420,PUMO90103,PUMO,1990,1.0,Japan,1990-04-25,1990-05-08,,1
421,PUMO90101,PUMO,1990,1.0,Japan,1990-03-19,1990-03-28,,0
422,PUMO90104,PUMO,1990,1.0,Italy,1990-04-29,1990-05-17,,0
423,GYAC90101,GYAC,1990,1.0,UK,1990-04-24,1990-05-17,,0
424,EVER83402,EVER,1983,4.0,Japan,1983-10-21,1983-12-09,,1
425,EVER85302,EVER,1985,3.0,Japan,1985-08-09,1985-09-09,,1
426,EVER85301,EVER,1985,3.0,New Zealand,1985-08-05,1985-09-23,,1
427,EVER85403,EVER,1985,4.0,S Korea,1985-12-02,1985-12-22,,1
428,EVER85402,EVER,1985,4.0,S Korea,1985-11-24,1985-12-08,,0
429,EVER85404,EVER,1985,4.0,S Korea,1985-12-11,1986-01-13,,0
430,EVER85401,EVER,1985,4.0,Japan,1985-10-25,1985-12-15,,1
431,EVER86101,EVER,1986,1.0,USA,1986-03-19,1986-04-29,,0
432,EVER86102,EVER,1986,1.0,Canada,1986-03-19,1986-05-20,2100,1
433,EVER86103,EVER,1986,1.0,Spain,1986-03-22,1986-05-09,,0
434,EVER86104,EVER,1986,1.0,Japan,1986-04-07,1986-05-10,,1
435,EVER86105,EVER,1986,1.0,Poland,1986-04-10,1986-05-13,,0
436,EVER86201,EVER,1986,2.0,Canada,1986-07-01,1986-09-18,,0
437,EVER86203,EVER,1986,2.0,Chile,1986-08-10,1986-08-16,,1
438,EVER86202,EVER,1986,2.0,Switzerland,1986-08-01,1986-08-30,1400,0
439,EVER86303,EVER,1986,3.0,USA,1986-08-27,1986-09-28,,1
440,EVER86305,EVER,1986,3.0,France,1986-09-24,1986-09-27,,0
441,EVER86301,EVER,1986,3.0,UK,1986-08-07,1986-10-15,,0
442,EVER86302,EVER,1986,3.0,Switzerland,1986-08-22,1986-09-25,,1
443,EVER86304,EVER,1986,3.0,USA,1986-09-08,1986-10-12,,1
444,EVER86402,EVER,1986,4.0,S Korea,1986-12-16,1987-01-25,,1
445,EVER86401,EVER,1986,4.0,S Korea,1986-11-21,1986-12-07,,1
446,EVER87106,EVER,1987,1.0,Canada,1987-04-24,1987-05-20,,0
447,EVER87103,EVER,1987,1.0,Czechoslovakia,1987-03-26,1987-04-25,,0
448,EVER87104,EVER,1987,1.0,Spain,1987-04-02,1987-05-21,,1
449,EVER87105,EVER,1987,1.0,Spain,1987-04-07,1987-05-23,,0
450,EVER87101,EVER,1987,1.0,Sweden,1987-03-16,1987-05-21,,1
451,EVER87102,EVER,1987,1.0,USA,1987-03-17,1987-05-21,,1
452,EVER87201,EVER,1987,2.0,Spain,1987-07-05,1987-09-02,,1
453,EVER87303,EVER,1987,3.0,USA,1987-08-13,1987-10-13,,1
454,EVER87304,EVER,1987,3.0,New Zealand,1987-08-23,1987-09-27,,0
455,EVER87306,EVER,1987,3.0,UK,1987-09-04,1987-10-14,,0
456,EVER87305,EVER,1987,3.0,Austria,1987-08-26,1987-10-02,,1
457,EVER87301,EVER,1987,3.0,Japan,1987-07-30,1987-10-12,,1
458,EVER87307,EVER,1987,3.0,USA,1987-09-06,1987-10-09,,1
459,EVER87402,EVER,1987,4.0,S Korea,1987-11-30,1987-12-22,1420,1
460,EVER88104,EVER,1988,1.0,Australia,1988-03-12,1988-05-25,1230,1
461,EVER88102,EVER,1988,1.0,UK,1988-03-08,1988-05-18,,1
462,EVER88103,EVER,1988,1.0,USA,1988-03-10,1988-05-12,1540,0
463,EVER88201,EVER,1988,2.0,UK,1988-06-20,1988-08-06,,1
464,EVER88312,EVER,1988,3.0,USA,,,,0
465,EVER88305,EVER,1988,3.0,USA,1988-08-17,1988-10-01,,1
466,EVER87401,EVER,1987,4.0,Japan,1987-10-16,1988-02-09,,0
467,EVER88403,EVER,1988,4.0,Japan,1988-09-15,1988-12-11,,0
468,EVER83102,EVER,1983,1.0,USA,1983-04-01,1983-05-07,1600,1
469,EVER89401,EVER,1989,4.0,S Korea,1989-11-19,1989-12-29,,1
470,EVER89308,EVER,1989,3.0,Japan,1989-08-25,1989-10-13,1230,1
471,EVER89312,EVER,1989,3.0,S Korea,1989-09-03,1989-10-13,1230,1
472,EVER89309,EVER,1989,3.0,Mexico,1989-08-31,1989-10-13,1235,1
473,EVER89314,EVER,1989,3.0,S Korea,1989-09-15,1989-10-23,1230,1
474,EVER89313,EVER,1989,3.0,France,1989-09-03,1989-09-25,,1
475,EVER89107,EVER,1989,1.0,France,1989-04-10,1989-04-23,,0
476,EVER89105,EVER,1989,1.0,Yugoslavia,1989-03-31,1989-05-10,1730,1
477,EVER89101,EVER,1989,1.0,USA,1989-03-11,1989-05-16,1530,1
478,EVER89102,EVER,1989,1.0,New Zealand,1989-03-17,1989-05-16,,1
479,EVER89106,EVER,1989,1.0,France,1989-04-09,1989-05-19,,1
480,EVER89104,EVER,1989,1.0,USA,1989-03-30,1989-05-24,0700,1
481,EVER89103,EVER,1989,1.0,Poland,1989-03-26,1989-05-24,2000,1
482,EVER89108,EVER,1989,1.0,Austria,1989-04-28,1989-05-15,,1
483,EVER88308,EVER,1988,3.0,Czechoslovakia,1988-09-09,1988-10-17,1340,0
484,EVER88309,EVER,1988,3.0,New Zealand,1988-09-09,1988-10-14,1700,0
485,EVER88307,EVER,1988,3.0,France,1988-09-08,1988-09-26,1530,0
486,EVER88301,EVER,1988,3.0,Spain,1988-08-10,1988-10-14,1250,1
487,EVER88310,EVER,1988,3.0,France,1988-09-14,1988-10-13,1315,1
488,EVER88306,EVER,1988,3.0,France,1988-09-01,1988-09-26,1430,1
489,EVER88303,EVER,1988,3.0,USA,1988-08-22,1988-09-29,1030,1
490,EVER88304,EVER,1988,3.0,S Korea,1988-08-22,1988-09-26,1430,1
491,EVER85304,EVER,1985,3.0,Japan,1985-09-16,1985-10-30,0950,1
492,EVER85303,EVER,1985,3.0,India,1985-08-24,1985-10-07,,1
493,EVER85101,EVER,1985,1.0,USA,1985-03-12,1985-05-10,,1
494,EVER85102,EVER,1985,1.0,Norway,1985-03-14,1985-04-21,0930,1
495,EVER84402,EVER,1984,4.0,France,1984-11-23,1985-01-16,,1
496,EVER84401,EVER,1984,4.0,S Korea,1984-11-17,1984-12-20,,1
497,EVER84304,EVER,1984,3.0,New Zealand,1984-08-27,1984-10-09,,0
498,EVER84305,EVER,1984,3.0,Netherlands,1984-08-29,1984-10-08,,1
499,EVER84302,EVER,1984,3.0,Nepal,1984-08-18,1984-10-24,,1
500,EVER84306,EVER,1984,3.0,Czechoslovakia,1984-09-06,1984-10-15,1515,1
501,EVER84102,EVER,1984,1.0,India,1984-03-16,1984-05-09,1230,1
502,EVER84103,EVER,1984,1.0,Bulgaria,1984-03-18,1984-04-20,1815,1
503,EVER83401,EVER,1983,4.0,Japan,1983-11-20,1983-12-16,0800,1
504,EVER83303,EVER,1983,3.0,USA,1983-08-22,1983-10-14,,1
505,EVER83305,EVER,1983,3.0,Japan,1983-09-05,1983-10-08,1630,0
506,EVER83306,EVER,1983,3.0,Japan,1983-09-10,1983-10-08,1630,1
507,EVER82401,EVER,1982,4.0,France,1982-11-21,1982-12-20,,0
508,EVER82402,EVER,1982,4.0,Japan,1982-12-03,1982-12-27,1555,1
509,EVER84301,EVER,1984,3.0,Australia,1984-08-02,1984-10-03,2015,0
510,EVER88101,EVER,1988,1.0,China,1988-03-06,1988-05-05,0925,1
511,LHOT55301,LHOT,1955,3.0,USA,1955-08-30,1955-10-15,,1
512,LHOT74101,LHOT,1974,1.0,W Germany,1974-04-05,1974-05-23,,1
513,LHOT78301,LHOT,1978,3.0,France,,,,0
514,LHOT79301,LHOT,1979,3.0,Poland,1979-09-03,1979-10-04,1250,1
515,LHOT80301,LHOT,1980,3.0,Italy,1980-08-27,,,0
516,LHOT80302,LHOT,1980,3.0,Italy,1980-10-04,1980-10-17,,0
517,LHOT80401,LHOT,1980,4.0,Italy,1981-01-06,1981-02-02,,0
518,LHOT81103,LHOT,1981,1.0,Spain,,,,0
519,LHOT82301,LHOT,1982,3.0,New Zealand,1982-08-26,1982-10-08,,0
520,LHOT83301,LHOT,1983,3.0,Japan,1983-09-11,1983-10-09,,1
521,LHOT84301,LHOT,1984,3.0,USA,1984-10-16,1984-10-20,,0
522,LHOT85302,LHOT,1985,3.0,France,1985-10-07,1985-11-01,,0
523,LHOT85301,LHOT,1985,3.0,Poland,1985-08-30,1985-10-22,,0
524,LHOT86101,LHOT,1986,1.0,Japan,1986-03-31,1986-05-04,0845,1
525,LHOT86102,LHOT,1986,1.0,Poland,1986-04-10,1986-05-14,,0
526,LHOT86301,LHOT,1986,3.0,Italy,1986-10-10,1986-10-16,1345,0
527,LHOT87102,LHOT,1987,1.0,France,1987-04-12,1987-05-20,,0
528,LHOT87301,LHOT,1987,3.0,Poland,1987-09-06,1987-10-29,,0
529,JANU89401,JANU,1989,4.0,Poland,1989-11-24,1990-01-09,,0
530,ANN190101,ANN1,1990,1.0,UK,1990-04-24,1990-05-14,,0
531,ANNS91301,ANNS,1991,3.0,Japan,1991-09-27,1991-10-22,,0
532,DHA191304,DHA1,1991,3.0,France,1991-09-17,1991-10-06,,0
533,DHA191305,DHA1,1991,3.0,Poland,1991-10-05,1991-10-15,,0
534,DHA191302,DHA1,1991,3.0,Japan,1991-09-08,1991-10-11,,0
535,DHA191303,DHA1,1991,3.0,Japan,1991-09-10,1991-10-15,,0
536,DHA191301,DHA1,1991,3.0,Spain,1991-08-22,1991-10-02,1445,0
537,DHA191306,DHA1,1991,3.0,France,1991-09-15,1991-10-02,,0
538,TUKU91302,TUKU,1991,3.0,Japan,1991-09-26,1991-10-04,,0
539,PUTH91301,PUTH,1991,3.0,Germany,1991-10-15,1991-10-20,,0
540,TUKU91301,TUKU,1991,3.0,France,1991-09-16,1991-09-28,,0
541,DHAM91301,DHAM,1991,3.0,France,1991-09-16,1991-09-21,,0
542,TRIP91301,TRIP,1991,3.0,UK,1991-10-24,1991-10-28,1600,0
543,GANG91301,GANG,1991,3.0,Switzerland,1991-10-09,1991-10-23,,0
544,ANN391301,ANN3,1991,3.0,USA,1991-09-07,1991-09-30,,0
545,GANG91302,GANG,1991,3.0,Spain,1991-10-09,1991-10-24,,0
546,ANN391302,ANN3,1991,3.0,Japan,1991-09-24,1991-10-13,,0
547,GLAC91301,GLAC,1991,3.0,UK,1991-10-12,1991-10-24,,0
548,ANNS91302,ANNS,1991,3.0,USA,1991-10-14,1991-10-17,,0
549,ANN191308,ANN1,1991,3.0,Austria,1991-09-25,1991-10-13,,0
550,ANN191304,ANN1,1991,3.0,Japan,1991-09-10,1991-10-01,,0
551,ANN191307,ANN1,1991,3.0,USSR,1991-09-18,1991-10-26,1400,1
552,ANN191310,ANN1,1991,3.0,Yugoslavia,1991-10-19,1991-11-01,,0
553,ANN191305,ANN1,1991,3.0,Poland,1991-09-11,1991-10-21,1130,0
554,ANN191303,ANN1,1991,3.0,Spain,1991-09-06,1991-09-19,,1
555,TILI91302,TILI,1991,3.0,France,1991-10-01,1991-10-08,,0
556,ANN191302,ANN1,1991,3.0,USA,1991-08-28,1991-09-18,,0
557,TILI91301,TILI,1991,3.0,Switzerland,1991-09-17,1991-09-29,,0
558,ANN191306,ANN1,1991,3.0,Poland,1991-09-12,1991-10-20,,0
559,ANN191309,ANN1,1991,3.0,USSR,1991-10-08,1991-10-24,1100,0
560,ANN191301,ANN1,1991,3.0,S Korea,1991-08-20,1991-09-19,,0
561,MANA91301,MANA,1991,3.0,Spain,1991-09-14,1991-10-06,,0
562,MANA91303,MANA,1991,3.0,USA,1991-09-19,1991-10-22,,0
563,KGUR91301,KGUR,1991,3.0,Italy,1991-10-04,1991-10-21,1030,0
564,CHEO91301,CHEO,1991,3.0,Japan,1991-09-08,1991-10-13,,0
565,BHRI91302,BHRI,1991,3.0,France,1991-10-31,1991-11-03,,0
566,BHRI91301,BHRI,1991,3.0,UK,1991-10-20,1991-10-22,0745,0
567,NUMB91301,NUMB,1991,3.0,Germany,1991-10-24,1991-11-07,,0
568,LANG91302,LANG,1991,3.0,UK,1991-10-16,1991-10-31,,0
569,MANA91302,MANA,1991,3.0,Italy,1991-09-16,1991-09-28,,0
570,MANA91304,MANA,1991,3.0,Switzerland,1991-09-25,1991-10-25,1155,1
571,LANG91301,LANG,1991,3.0,Japan,1991-10-03,1991-11-03,,0
572,CHOY91303,CHOY,1991,3.0,France,1991-09-05,1991-09-25,1045,0
573,CHOY91311,CHOY,1991,3.0,S Korea,1991-10-17,1991-10-29,,0
574,CHOY91312,CHOY,1991,3.0,Austria,1991-10-24,1991-10-28,,0
575,CHOY91308,CHOY,1991,3.0,France,1991-09-21,1991-09-28,,0
576,CHOY91302,CHOY,1991,3.0,USA,1991-08-31,1991-09-29,,0
577,CHOY91310,CHOY,1991,3.0,USSR,1991-09-22,1991-10-20,1100,1
578,CHOY91309,CHOY,1991,3.0,France,1991-09-21,1991-10-04,,0
579,CHOY91306,CHOY,1991,3.0,USSR,1991-09-17,1991-09-29,1715,0
580,CHOY91304,CHOY,1991,3.0,Hong Kong,1991-09-09,1991-09-28,,0
581,CHOY91301,CHOY,1991,3.0,Taiwan,1991-08-11,1991-09-04,,1
582,CHOY91307,CHOY,1991,3.0,Switzerland,1991-09-18,1991-09-25,0845,0
583,CHOY91305,CHOY,1991,3.0,Japan,1991-09-09,1991-09-28,,1
584,PUMO91306,PUMO,1991,3.0,Japan,1991-10-09,1991-10-16,,0
585,PUMO91302,PUMO,1991,3.0,UK,1991-09-28,1991-10-07,,0
586,PUMO91301,PUMO,1991,3.0,France,1991-09-03,1991-09-15,1100,0
587,PUMO91308,PUMO,1991,3.0,France,1991-10-31,1991-11-08,,0
588,PUMO91305,PUMO,1991,3.0,Venezuela,1991-10-07,1991-10-12,,0
589,PUMO91304,PUMO,1991,3.0,Austria,1991-10-04,1991-10-11,1100,0
590,PUMO91307,PUMO,1991,3.0,France,1991-10-18,1991-10-25,,0
591,PUMO91303,PUMO,1991,3.0,Germany,1991-09-30,1991-10-06,1030,0
592,AMAD91302,AMAD,1991,3.0,France,1991-10-16,1991-10-25,,0
593,AMAD91301,AMAD,1991,3.0,Switzerland,1991-10-04,1991-10-12,,0
594,AMAD91304,AMAD,1991,3.0,France,1991-10-24,1991-11-03,,0
595,AMAD91303,AMAD,1991,3.0,France,1991-10-22,1991-11-03,,0
596,NUPT91301,NUPT,1991,3.0,Sweden,1991-10-17,1991-10-18,,0
597,LHOT91301,LHOT,1991,3.0,USA,1991-10-01,1991-10-10,,0
598,PUMO91309,PUMO,1991,3.0,Spain,1991-08-27,1991-09-18,,0
599,EVER91307,EVER,1991,3.0,Poland,1991-09-02,1991-10-02,,0
600,EVER91311,EVER,1991,3.0,USSR,1991-09-17,1991-10-07,1500,1
601,EVER91308,EVER,1991,3.0,Australia,1991-09-07,1991-10-08,,0
602,EVER91303,EVER,1991,3.0,Spain,1991-08-21,1991-10-06,,1
603,EVER91313,EVER,1991,3.0,Brazil,1991-10-03,1991-10-30,,0
604,EVER91304,EVER,1991,3.0,Nepal,1991-08-22,1991-09-30,,1
605,EVER91309,EVER,1991,3.0,Japan,1991-09-11,1991-10-05,,1
606,EVER91312,EVER,1991,3.0,Germany,1991-09-24,1991-10-16,,0
607,EVER91302,EVER,1991,3.0,Canada,1991-08-14,1991-10-01,,1
608,EVER91310,EVER,1991,3.0,UK,1991-09-15,1991-10-09,,0
609,EVER91305,EVER,1991,3.0,Spain,1991-08-24,1991-10-03,,1
610,EVER91201,EVER,1991,2.0,Belgium,1991-07-30,1991-09-07,,0
611,EVER91301,EVER,1991,3.0,India,1991-08-06,1991-09-22,,1
612,EVER91306,EVER,1991,3.0,France,1991-08-25,1991-09-30,,1
613,MAKA91305,MAKA,1991,3.0,Japan,1991-09-10,1991-10-05,1055,1
614,MAKA91302,MAKA,1991,3.0,Spain,1991-08-25,1991-09-30,0830,0
615,MAKA91303,MAKA,1991,3.0,Spain,1991-08-26,1991-09-24,1200,0
616,MAKA91301,MAKA,1991,3.0,Spain,1991-08-17,1991-10-02,1130,0
617,MAKA91304,MAKA,1991,3.0,Switzerland,1991-08-28,1991-10-02,1000,0
618,KANG91301,KANG,1991,3.0,Italy,1991-09-01,1991-10-11,,0
619,KANG91302,KANG,1991,3.0,Spain,1991-09-03,1991-09-23,,0
620,YALU91301,YALU,1991,3.0,Czechoslovakia,1991-09-16,1991-10-10,,0
621,CHAM91301,CHAM,1991,3.0,UK,1991-10-02,1991-10-20,,0
622,BARU91301,BARU,1991,3.0,France,1991-11-02,1991-11-04,,0
623,BARU91302,BARU,1991,3.0,Switzerland,1991-11-06,1991-11-13,,0
624,EVER90102,EVER,1990,1.0,USA,1990-03-08,1990-05-12,,1
625,EVER90110,EVER,1990,1.0,New Zealand,1990-04-15,1990-06-04,,1
626,EVER90101,EVER,1990,1.0,W Germany/Iran,1990-02-28,1990-05-26,,0
627,EVER90103,EVER,1990,1.0,USA,1990-03-09,1990-05-07,1313,1
628,EVER90107,EVER,1990,1.0,USA,1990-04-01,1990-05-10,0715,1
629,EVER90105,EVER,1990,1.0,Switzerland,1990-03-28,1990-05-16,,0
630,EVER90106,EVER,1990,1.0,Australia,1990-03-30,1990-05-11,0945,0
631,EVER90104,EVER,1990,1.0,Nepal,1990-03-26,1990-04-23,1715,1
632,EVER90108,EVER,1990,1.0,New Zealand,1990-04-01,1990-05-10,0845,1
633,EVER90109,EVER,1990,1.0,Belgium,1990-04-01,1990-05-08,,1
634,EVER91108,EVER,1991,1.0,S Korea,1991-03-30,1991-05-02,,1
635,KANG90101,KANG,1990,1.0,Poland,1990-03-27,1990-05-13,,0
636,KANG90102,KANG,1990,1.0,USA,1990-04-07,1990-05-15,1645,1
637,LHOT90102,LHOT,1990,1.0,Yugoslavia,1990-04-15,1990-04-24,1420,0
638,MAKA90102,MAKA,1990,1.0,Japan,1990-04-07,1990-05-06,,1
639,MAKA90103,MAKA,1990,1.0,Indonesia,1990-05-25,1990-06-11,,0
640,MAKA90101,MAKA,1990,1.0,USA,1990-03-26,1990-05-18,1145,0
641,BARU90101,BARU,1990,1.0,W Germany,1990-04-07,1990-04-11,,0
642,CHOY90202,CHOY,1990,2.0,Belgium,1990-07-26,1990-08-23,1100,0
643,CHOY90204,CHOY,1990,2.0,Spain,1990-08-14,1990-08-22,,0
644,CHOY90201,CHOY,1990,2.0,UK,1990-06-10,1990-06-21,,0
645,CHOY90203,CHOY,1990,2.0,Japan,1990-08-13,1990-08-31,,1
646,SAIP90302,SAIP,1990,3.0,Austria,1990-10-09,1990-10-28,,0
647,SAIP90301,SAIP,1990,3.0,Switzerland,1990-09-19,1990-10-26,,0
648,TILI90302,TILI,1990,3.0,France,1990-10-28,1990-11-05,,0
649,TILI90301,TILI,1990,3.0,UK,1990-09-28,1990-10-20,,1
650,CHUR90301,CHUR,1990,3.0,S Korea,1990-08-26,1990-09-14,0920,0
651,KJRS90301,KJRS,1990,3.0,France,,,,0
652,KAG190301,KAG1,1990,3.0,UK,1990-11-09,1990-11-12,,0
653,NILN90301,NILN,1990,3.0,S Korea,1990-08-17,1990-09-07,1200,0
654,KAND90301,KAND,1990,3.0,Switzerland,1990-10-30,1990-11-05,,0
655,DHA190305,DHA1,1990,3.0,Japan,1990-09-14,1990-10-09,1305,1
656,DHA190307,DHA1,1990,3.0,USA,1990-09-27,1990-10-19,1430,1
657,DHAM90301,DHAM,1990,3.0,France,1990-10-28,1990-10-29,1200,0
658,DHA190302,DHA1,1990,3.0,Spain,1990-09-01,1990-10-05,1330,0
659,DHA190304,DHA1,1990,3.0,Greece,1990-09-13,1990-10-13,,1
660,DHA190301,DHA1,1990,3.0,Spain,1990-08-29,1990-09-29,,0
661,TUKU90301,TUKU,1990,3.0,Greece,1990-10-19,1990-10-24,1400,0
662,DHA190306,DHA1,1990,3.0,Italy,1990-09-17,1990-10-06,1300,0
663,DHA190303,DHA1,1990,3.0,Switzerland,1990-09-10,1990-09-30,,0
664,ANN190301,ANN1,1990,3.0,S Korea,1990-08-19,1990-09-28,,0
665,ANN190302,ANN1,1990,3.0,Spain,1990-09-13,1990-09-21,,0
666,ANN390301,ANN3,1990,3.0,S Korea,1990-09-16,1990-10-05,1318,0
667,GANG90301,GANG,1990,3.0,France,1990-09-30,1990-10-22,,0
668,DORJ90301,DORJ,1990,3.0,Switzerland,1990-10-20,1990-10-28,,0
669,NUMB90301,NUMB,1990,3.0,Japan,1990-09-29,1990-10-18,1045,0
670,MANA90301,MANA,1990,3.0,Spain,1990-09-12,1990-10-01,,0
671,MANA90302,MANA,1990,3.0,USSR,1990-09-26,1990-10-07,,0
672,LANR90301,LANR,1990,3.0,Austria,1990-10-11,1990-10-20,,0
