,expid,peakid,year,season,nation,bcdate,smtdate,smttime,o2used
6334,AMAD09106,AMAD,2009,1.0,Czech Republic,2009-04-25,2009-04-29,,0
6335,ANN109101,ANN1,2009,1.0,Czech Republic,2009-03-31,2009-04-07,,0
6336,ANN109102,ANN1,2009,1.0,Italy,2009-03-30,2009-04-05,,0
6337,ANN109103,ANN1,2009,1.0,Czech Republic,2009-03-18,2009-04-19,,0
6338,ANN109104,ANN1,2009,1.0,Russia,2009-04-03,2009-04-06,,0
6339,ANN109105,ANN1,2009,1.0,S Korea,2009-03-26,2009-04-21,1108,1
6340,ANN409201,ANN4,2009,2.0,Bangladesh,2009-06-03,2009-06-14,1154,0
6341,BARU09101,BARU,2009,1.0,Sweden,2009-05-01,2009-05-10,,0
6342,BARU09102,BARU,2009,1.0,Australia,2009-05-20,2009-05-24,,0
6343,BARU09103,BARU,2009,1.0,Nepal,2009-04-25,2009-05-03,,0
6344,BARU09104,BARU,2009,1.0,USA,2009-04-27,2009-05-14,,0
6345,BARU09105,BARU,2009,1.0,Spain,2009-04-14,2009-04-24,1100,0
6346,BARU09106,BARU,2009,1.0,Italy,2009-05-08,2009-05-12,,0
6347,BARU09107,BARU,2009,1.0,Spain,2009-05-20,2009-05-22,0900,0
6348,CHOY09101,CHOY,2009,1.0,India,2009-04-21,2009-05-08,,1
6349,CHOY09102,CHOY,2009,1.0,Kazakhstan,2009-04-14,2009-05-11,2000,0
6350,CHOY09103,CHOY,2009,1.0,Italy,2009-04-21,2009-05-07,,0
6351,CHOY09104,CHOY,2009,1.0,Denmark,2009-04-19,2009-05-08,,0
6352,CHOY09105,CHOY,2009,1.0,Sweden,2009-04-19,2009-05-07,,0
6353,CHOY09106,CHOY,2009,1.0,Germany,2009-04-19,2009-05-06,,0
6354,CHOY09107,CHOY,2009,1.0,Sweden,2009-04-19,2009-05-08,,0
6355,CHOY09108,CHOY,2009,1.0,Belgium,2009-04-19,2009-05-10,,1
6356,CHOY09109,CHOY,2009,1.0,Canada,2009-04-15,2009-05-01,,0
6357,CHOY09110,CHOY,2009,1.0,Romania,2009-04-26,2009-05-19,0830,1
6358,CHOY09111,CHOY,2009,1.0,USA,2009-05-16,2009-05-20,,0
6359,CHOY09112,CHOY,2009,1.0,Netherlands,2009-05-13,2009-06-02,1030,1
6360,CHOY09113,CHOY,2009,1.0,USA,2009-04-30,2009-05-24,1315,1
6361,CHOY09114,CHOY,2009,1.0,Sweden,2009-04-19,2009-05-17,,0
6362,CHOY09115,CHOY,2009,1.0,S Africa,2009-04-19,2009-05-03,,0
6363,CHOY09116,CHOY,2009,1.0,Denmark,,,,0
6364,CHOY09117,CHOY,2009,1.0,Netherlands,2009-04-19,2009-05-16,,0
6365,CHOY09118,CHOY,2009,1.0,France,2009-04-19,2009-05-03,,0
6366,CHOY09119,CHOY,2009,1.0,Spain,2009-04-19,2009-05-18,,0
6367,DHA109101,DHA1,2009,1.0,Slovakia,2009-04-01,2009-04-07,,0
6368,DHA109102,DHA1,2009,1.0,Poland,2009-04-01,2009-04-30,,0
6369,DHA109103,DHA1,2009,1.0,India,2009-04-07,2009-05-08,1130,1
6370,DHA109104,DHA1,2009,1.0,S Korea,2009-05-09,2009-05-18,1500,0
6371,DHA109105,DHA1,2009,1.0,Japan,2009-04-23,2009-05-18,1340,0
6372,DHA109106,DHA1,2009,1.0,Germany,2009-04-24,2009-05-18,1615,0
6373,DHA109107,DHA1,2009,1.0,Poland,2009-04-03,2009-04-27,,0
6374,DHA109108,DHA1,2009,1.0,Czech Republic,2009-04-12,2009-05-01,1600,0
6375,DHA109109,DHA1,2009,1.0,Turkey,2009-04-04,2009-05-01,1615,0
6376,DHA109110,DHA1,2009,1.0,S Korea,2009-04-06,2009-05-01,,0
6377,DHA109111,DHA1,2009,1.0,S Korea,2009-04-06,2009-05-01,1830,0
6378,DHA109112,DHA1,2009,1.0,Iran,2009-04-12,2009-05-01,,0
6379,DHA109113,DHA1,2009,1.0,S Korea,2009-05-18,2009-05-21,1330,1
6380,DHA109201,DHA1,2009,2.0,S Korea,2009-06-02,2009-06-09,,0
6381,DOMK09101,DOMK,2009,1.0,Spain,2009-04-07,2009-04-28,0815,0
6382,EVER09103,EVER,2009,1.0,France,2009-05-06,2009-05-21,,1
6383,EVER09108,EVER,2009,1.0,Japan,2009-04-20,2009-05-21,0730,1
6384,EVER09104,EVER,2009,1.0,UK,2009-04-15,2009-05-21,0615,1
6385,EVER09105,EVER,2009,1.0,India,2009-04-03,2009-05-21,0640,1
6386,EVER09106,EVER,2009,1.0,Germany,2009-04-11,2009-04-19,,0
6387,EVER09107,EVER,2009,1.0,Canada,2009-04-26,2009-05-21,0730,1
6388,EVER09109,EVER,2009,1.0,Italy,2009-04-19,2009-05-18,,0
6389,EVER09111,EVER,2009,1.0,Norway,2009-04-24,2009-05-22,,0
6390,EVER09113,EVER,2009,1.0,India,2009-04-08,2009-05-20,0615,1
6391,EVER09114,EVER,2009,1.0,USA,2009-04-17,2009-05-19,1000,1
6392,EVER09115,EVER,2009,1.0,USA,2009-04-08,2009-05-22,1339,1
6393,EVER09116,EVER,2009,1.0,Peru,2009-04-22,2009-06-05,,0
6394,EVER09117,EVER,2009,1.0,USA,2009-04-07,2009-05-19,1040,1
6395,EVER09118,EVER,2009,1.0,UK,2009-04-01,2009-05-19,0700,1
6396,EVER09119,EVER,2009,1.0,USA,2009-04-15,2009-04-27,,0
6397,EVER09120,EVER,2009,1.0,Ecuador,2009-04-19,2009-05-21,0730,1
6398,EVER09121,EVER,2009,1.0,S Africa,2009-04-15,2009-04-23,,1
6399,EVER09122,EVER,2009,1.0,Poland,2009-04-19,2009-05-21,0730,1
6400,EVER09123,EVER,2009,1.0,China,2009-04-05,2009-05-21,0730,1
6401,EVER09124,EVER,2009,1.0,Norway,2009-04-23,2009-05-22,0630,1
6402,EVER09125,EVER,2009,1.0,Norway,2009-04-24,2009-05-22,0628,1
6403,EVER09126,EVER,2009,1.0,Taiwan,2009-04-14,2009-05-19,1015,1
6404,EVER09127,EVER,2009,1.0,UK,2009-04-12,2009-05-19,,1
6405,EVER09128,EVER,2009,1.0,USA,2009-04-18,2009-05-20,0810,1
6406,EVER09129,EVER,2009,1.0,Czech Republic,2009-05-01,2009-06-04,,1
6407,EVER09130,EVER,2009,1.0,USA,2009-04-13,2009-05-19,0920,1
6408,EVER09131,EVER,2009,1.0,UK,2009-04-20,2009-05-22,0643,1
6409,EVER09132,EVER,2009,1.0,Germany,2009-04-14,2009-05-20,0830,1
6410,EVER09134,EVER,2009,1.0,France,2009-04-15,2009-05-19,,1
6411,EVER09135,EVER,2009,1.0,Nepal,2009-05-03,2009-05-19,1115,1
6412,EVER09136,EVER,2009,1.0,Ireland,2009-04-12,2009-05-20,0930,1
6413,EVER09137,EVER,2009,1.0,Finland,2009-04-06,2009-05-20,0750,1
6414,EVER09138,EVER,2009,1.0,New Zealand,2009-04-10,2009-05-19,0300,1
6415,EVER09139,EVER,2009,1.0,Japan,2009-04-23,2009-05-18,,1
6416,EVER09140,EVER,2009,1.0,Germany,2009-04-14,2009-05-19,,0
6417,EVER09141,EVER,2009,1.0,USA,2009-04-08,2009-05-19,0800,1
6418,EVER09142,EVER,2009,1.0,Switzerland,2009-04-12,2009-05-20,0510,1
6419,EVER09143,EVER,2009,1.0,Spain,2009-04-15,2009-05-19,1030,1
6420,EVER09144,EVER,2009,1.0,USA,2009-04-17,2009-05-20,0815,1
6421,EVER09145,EVER,2009,1.0,USA,2009-04-09,2009-05-19,0737,1
6422,EVER09146,EVER,2009,1.0,Japan,2009-04-17,2009-05-18,1100,1
6423,EVER09147,EVER,2009,1.0,Spain,2009-04-28,2009-05-18,0345,1
6424,EVER09148,EVER,2009,1.0,France,2009-04-17,2009-05-20,0530,1
6425,EVER09149,EVER,2009,1.0,Colombia,2009-04-20,2009-05-28,,1
6426,EVER09150,EVER,2009,1.0,Nepal,2009-04-28,2009-05-20,0845,1
6427,EVER09151,EVER,2009,1.0,Croatia,2009-04-07,2009-05-19,0940,1
6428,EVER09152,EVER,2009,1.0,USA,2009-04-05,2009-05-05,0400,1
6429,EVER09153,EVER,2009,1.0,Singapore,2009-04-05,2009-05-20,0345,1
6430,EVER09154,EVER,2009,1.0,Canada,2009-04-12,2009-05-20,0830,1
6431,EVER09155,EVER,2009,1.0,UK,2009-04-11,2009-05-19,0717,1
6432,EVER09156,EVER,2009,1.0,Russia,2009-04-15,2009-05-20,0500,1
6433,EVER09157,EVER,2009,1.0,USA,2009-04-15,2009-05-05,0740,1
6434,EVER09158,EVER,2009,1.0,S Korea,2009-03-29,2009-05-20,1500,1
6435,EVER09159,EVER,2009,1.0,India,2009-04-19,2009-05-21,0600,1
6436,EVER09163,EVER,2009,1.0,Spain,2009-04-19,2009-05-18,,0
6437,EVER09165,EVER,2009,1.0,Canada,2009-04-22,2009-05-07,,1
6438,EVER09166,EVER,2009,1.0,Canada,2009-04-28,2009-05-22,0525,1
6439,EVER09167,EVER,2009,1.0,Serbia,2009-04-21,2009-05-27,,1
6440,EVER09168,EVER,2009,1.0,New Zealand,2009-04-07,2009-05-05,1238,1
6441,EVER09169,EVER,2009,1.0,UK,2009-04-14,2009-05-21,0430,1
6442,EVER09170,EVER,2009,1.0,San Marino,2009-04-28,2009-05-18,2145,1
6443,EVER09171,EVER,2009,1.0,Nepal,2009-04-18,2009-05-19,1030,1
6444,EVER09172,EVER,2009,1.0,USA,2009-04-20,2009-05-19,1000,1
6445,EVER09173,EVER,2009,1.0,S Korea,2009-03-30,2009-05-19,0800,1
6446,EVER09174,EVER,2009,1.0,Canada,2009-04-19,2009-05-21,,1
6447,EVER09175,EVER,2009,1.0,Italy,,2009-05-21,0600,1
6448,EVER09176,EVER,2009,1.0,Germany,2009-04-19,2009-05-21,,1
6449,EVER09177,EVER,2009,1.0,USA,2009-04-15,2009-05-20,,1
6450,EVER09178,EVER,2009,1.0,Germany,2009-03-12,2009-05-07,,0
6451,EVER09179,EVER,2009,1.0,Czech Republic,2009-04-19,2009-05-20,,1
6452,EVER09164,EVER,2009,1.0,Germany,2009-04-19,2009-05-21,1200,0
6453,EVER09162,EVER,2009,1.0,Canada,2009-04-22,2009-06-06,,1
6454,EVER09161,EVER,2009,1.0,USA,2009-04-16,2009-05-03,,0
6455,EVER09160,EVER,2009,1.0,Russia,2009-04-13,2009-05-19,0445,1
6456,EVER09133,EVER,2009,1.0,Romania,2009-04-16,2009-04-19,,0
6457,GANG09101,GANG,2009,1.0,Iran,2009-04-19,2009-05-01,,0
6458,GYAJ08303,GYAJ,2008,3.0,France,2008-10-08,2008-10-13,1500,0
6459,JOBO09101,JOBO,2009,1.0,USA,2009-04-12,2009-04-22,1530,0
6460,KAGA09201,KAGA,2009,2.0,France,2009-08-14,2009-08-16,0930,0
6461,KANG09101,KANG,2009,1.0,Netherlands,2009-04-24,2009-05-18,,0
6462,KANG09102,KANG,2009,1.0,Italy,2009-05-01,2009-05-17,,0
6463,KANG09103,KANG,2009,1.0,UK,2009-04-24,2009-05-19,0715,1
6464,KANG09104,KANG,2009,1.0,Spain,2009-04-21,2009-05-18,0530,0
6465,KANG09105,KANG,2009,1.0,Spain,2009-04-16,2009-05-18,1345,1
6466,KANG09106,KANG,2009,1.0,Norway,2009-04-20,2009-05-18,1000,1
6467,KANG09107,KANG,2009,1.0,S Korea,2009-05-06,2009-05-18,1120,1
6468,KANG09108,KANG,2009,1.0,S Korea,2009-04-08,2009-05-06,1745,1
6469,KJRN09101,KJRN,2009,1.0,France,2009-04-04,2009-04-08,,0
6470,KOJI09101,KOJI,2009,1.0,Spain,2009-04-17,2009-04-19,,0
6471,KOJI09201,KOJI,2009,2.0,Japan,2009-06-15,2009-06-21,,0
6472,LHOT09101,LHOT,2009,1.0,Sweden,2009-04-04,2009-05-20,,0
6473,LHOT09102,LHOT,2009,1.0,Spain,2009-04-23,2009-05-20,1400,0
6474,LHOT09103,LHOT,2009,1.0,Sweden,2009-05-17,2009-05-22,0610,0
6475,LHOT09104,LHOT,2009,1.0,Italy,2009-03-25,2009-05-18,,0
6476,LHOT09105,LHOT,2009,1.0,Finland,2009-04-07,2009-05-19,1330,1
6477,LHOT09106,LHOT,2009,1.0,Germany,2009-04-23,2009-05-20,1200,0
6478,LHOT09107,LHOT,2009,1.0,Kazakhstan,2009-04-12,2009-05-15,1630,0
6479,LHOT09108,LHOT,2009,1.0,USA,2009-04-18,2009-05-19,,1
6480,LHOT09109,LHOT,2009,1.0,Italy,2009-05-04,2009-05-17,,0
6481,LHOT09110,LHOT,2009,1.0,New Zealand,2009-04-16,2009-05-22,0805,1
6482,LHOT09111,LHOT,2009,1.0,S Korea,2009-04-12,2009-05-20,1100,1
6483,LHOT09112,LHOT,2009,1.0,S Korea,2009-03-30,2009-05-20,1100,1
6484,MAK209101,MAK2,2009,1.0,Japan,2009-04-22,2009-05-09,,0
6485,MAKA09101,MAKA,2009,1.0,Australia,2009-04-07,2009-05-21,1600,0
6486,MAKA09102,MAKA,2009,1.0,USA,2009-05-01,2009-05-19,,0
6487,MAKA09103,MAKA,2009,1.0,India,2009-04-07,2009-05-09,,1
6488,MAKA09104,MAKA,2009,1.0,Sweden,2009-04-12,2009-05-02,1025,1
6489,MAKA09105,MAKA,2009,1.0,Spain,2009-04-14,2009-04-29,,0
6490,MAKA09106,MAKA,2009,1.0,India,2009-04-15,2009-05-19,0645,1
6491,MAKA09107,MAKA,2009,1.0,Mexico,2009-04-16,2009-05-18,,0
6492,MAKA09109,MAKA,2009,1.0,S Korea,2009-04-07,2009-05-01,1030,1
6493,MAKA09108,MAKA,2009,1.0,S Korea,2009-04-05,2009-05-01,1030,1
6494,MANA09101,MANA,2009,1.0,Portugal,2009-03-20,2009-04-28,1100,0
6495,MANA09102,MANA,2009,1.0,Spain,2009-04-05,2009-04-28,,0
6496,MANA09103,MANA,2009,1.0,Chile,2009-04-20,2009-05-15,,0
6497,MANA09104,MANA,2009,1.0,Bulgaria,2009-04-16,2009-04-21,,0
6498,MANA09105,MANA,2009,1.0,S Korea,2009-03-30,2009-04-28,0850,0
6499,MANA09106,MANA,2009,1.0,Spain,2009-04-12,2009-05-19,0930,0
6500,MANA09107,MANA,2009,1.0,Iran,2009-04-11,2009-04-28,1600,0
6501,MANA09108,MANA,2009,1.0,France,2009-04-30,2009-05-19,,0
6502,MANA09109,MANA,2009,1.0,Bulgaria,2009-04-20,2009-05-08,,0
6503,MANA09110,MANA,2009,1.0,Russia,2009-04-11,2009-05-18,1000,0
6504,MANA09111,MANA,2009,1.0,Czech Republic,2009-04-11,2009-04-29,1200,0
6505,MANA09112,MANA,2009,1.0,USA,2009-04-04,2009-05-19,1130,0
6506,MANA09113,MANA,2009,1.0,Italy,2009-04-04,2009-05-19,1000,0
6507,MANA09114,MANA,2009,1.0,Japan,2009-04-26,2009-05-22,,1
6508,MANA09115,MANA,2009,1.0,Japan,2009-04-21,2009-05-19,1100,1
6509,MANA09116,MANA,2009,1.0,Japan,2009-04-13,2009-05-19,1000,1
6510,MANA09117,MANA,2009,1.0,Japan,2009-04-13,2009-05-07,,0
6511,MANA09118,MANA,2009,1.0,France,2009-04-06,2009-04-26,,0
6512,MANA09119,MANA,2009,1.0,Hungary,2009-04-27,2009-05-19,1000,0
6513,NUPT09101,NUPT,2009,1.0,USA,2009-04-15,2009-04-29,,0
6514,PUMO09101,PUMO,2009,1.0,Slovenia,2009-04-15,2009-04-27,,0
6515,PUMO09102,PUMO,2009,1.0,Russia,2009-04-26,2009-05-16,,0
6516,PUMO09103,PUMO,2009,1.0,Russia,2009-04-26,2009-05-17,0840,0
6517,SAMD09101,SAMD,2009,1.0,France,2009-05-07,2009-05-15,,0
6518,SARI09101,SARI,2009,1.0,France,2009-05-15,2009-05-17,0940,0
6519,SARI09102,SARI,2009,1.0,Italy,2009-05-10,2009-05-14,1030,0
6520,SARI09103,SARI,2009,1.0,Australia,2009-05-02,2009-05-06,,0
6521,SARI09201,SARI,2009,2.0,Austria,2009-08-24,2009-08-26,,0
6522,EVER09102,EVER,2009,1.0,China,2009-04-10,2009-05-15,1115,1
6523,ANNE09101,ANNE,2009,1.0,Czech Republic,2009-03-18,2009-04-19,,0
6524,EVER09110,EVER,2009,1.0,Kazakhstan,2009-04-12,2009-05-18,1630,0
6525,MANA09120,MANA,2009,1.0,Taiwan,2009-04-21,2009-04-30,,0
6526,MANA09121,MANA,2009,1.0,Austria,2009-04-17,2009-04-25,,0
6527,PUTH09101,PUTH,2009,1.0,Germany,2009-04-21,2009-04-28,1430,0
6528,KAPT09201,KAPT,2009,2.0,Japan,2009-06-02,2009-06-09,1400,0
6529,CHOY09301,CHOY,2009,3.0,Romania,2009-09-03,2009-09-14,,0
6530,CHOY09302,CHOY,2009,3.0,USA,2009-09-09,2009-09-21,,1
6531,CHOY09303,CHOY,2009,3.0,Argentina,2009-09-12,2009-09-21,,0
6532,CHOY09304,CHOY,2009,3.0,Spain,2009-09-03,2009-09-22,1630,0
6533,CHOY09305,CHOY,2009,3.0,USA,2009-08-31,2009-09-24,0400,1
6534,CHOY09306,CHOY,2009,3.0,Spain,2009-09-08,2009-09-22,1630,0
6535,CHOY09307,CHOY,2009,3.0,UK,2009-08-29,2009-09-24,0730,1
6536,CHOY09308,CHOY,2009,3.0,Switzerland,2009-09-08,2009-09-24,0700,0
6537,EVER09112,EVER,2009,1.0,S Korea,2009-04-13,2009-04-18,,0
6538,MAKA09301,MAKA,2009,3.0,Switzerland,2009-09-01,2009-09-24,1530,0
6539,TILI09301,TILI,2009,3.0,Austria,2009-09-05,2009-09-12,,0
6540,TUKU09301,TUKU,2009,3.0,Czech Republic,2009-09-07,2009-09-16,,0
6541,CHOY09309,CHOY,2009,3.0,Spain,2009-09-06,2009-09-25,1200,0
6542,CHOY09310,CHOY,2009,3.0,Brazil,2009-09-11,2009-10-02,,0
6543,CHOY09311,CHOY,2009,3.0,USA,2009-09-10,2009-09-23,,0
6544,CHOY08317,CHOY,2008,3.0,China,,2008-10-02,0815,1
6545,AMAD09301,AMAD,2009,3.0,Austria,2009-10-05,2009-10-14,,0
6546,AMAD09302,AMAD,2009,3.0,Spain,2009-10-09,2009-10-14,,0
6547,AMAD09303,AMAD,2009,3.0,UK,2009-10-10,2009-10-22,1400,0
6548,AMAD09304,AMAD,2009,3.0,UK,2009-10-19,2009-10-25,1300,0
6549,AMAD09305,AMAD,2009,3.0,USA,2009-10-22,2009-10-27,1030,0
6550,AMAD09306,AMAD,2009,3.0,Spain,2009-10-21,2009-10-27,1300,0
6551,AMAD09307,AMAD,2009,3.0,New Zealand,2009-10-11,2009-10-28,1015,0
6552,AMAD09308,AMAD,2009,3.0,Germany,2009-10-16,2009-10-27,1200,0
6553,AMAD09309,AMAD,2009,3.0,Germany,2009-10-09,2009-10-28,0930,0
6554,AMAD09310,AMAD,2009,3.0,Japan,2009-10-30,2009-11-05,0900,0
6555,AMAD09311,AMAD,2009,3.0,UK,2009-10-24,2009-11-06,0910,0
6556,AMAD09312,AMAD,2009,3.0,Belgium,2009-10-22,2009-11-01,1222,0
6557,AMAD09313,AMAD,2009,3.0,India,2009-10-22,2009-10-27,,0
6558,AMAD09314,AMAD,2009,3.0,USA,2009-10-21,2009-10-26,0900,0
6559,AMAD09315,AMAD,2009,3.0,Austria,2009-11-12,,,0
6560,AMAD09316,AMAD,2009,3.0,Poland,2009-11-07,2009-11-10,1300,0
6561,AMAD09317,AMAD,2009,3.0,Spain,2009-10-27,2009-11-06,1300,0
6562,AMAD09318,AMAD,2009,3.0,USA,2009-11-10,2009-11-14,,0
6563,AMAD09319,AMAD,2009,3.0,USA,2009-11-12,2009-11-21,1315,0
6564,AMAD09320,AMAD,2009,3.0,Switzerland,2009-11-14,2009-11-20,1430,0
6565,AMAD09321,AMAD,2009,3.0,Canada,2009-10-28,2009-11-04,1000,0
6566,AMAD09322,AMAD,2009,3.0,Ireland,2009-11-14,2009-11-21,1715,0
6567,AMAD09323,AMAD,2009,3.0,Canada,2009-11-16,2009-11-21,0800,0
6568,AMAD09324,AMAD,2009,3.0,USA,2009-11-14,2009-11-21,0950,0
6569,AMAD09325,AMAD,2009,3.0,UK,2009-11-16,2009-11-28,1230,0
6570,AMAD09326,AMAD,2009,3.0,France,2009-11-04,2009-11-07,0900,0
6571,AMAD09327,AMAD,2009,3.0,France,2009-10-13,2009-10-25,1500,0
6572,AMAD09328,AMAD,2009,3.0,France,2009-11-05,2009-11-10,1400,0
6573,AMAD09329,AMAD,2009,3.0,Belgium,2009-11-06,2009-11-15,,0
6574,AMAD09330,AMAD,2009,3.0,UK,2009-10-31,2009-11-12,0910,0
6575,AMAD09331,AMAD,2009,3.0,Austria,2009-10-26,2009-10-29,1000,1
6576,AMAD09332,AMAD,2009,3.0,Germany,2009-10-18,2009-10-25,1300,0
6577,AMAD09333,AMAD,2009,3.0,USA,2009-10-15,2009-10-26,1200,0
6578,AMAD09334,AMAD,2009,3.0,Nepal,2009-10-24,2009-11-05,1120,0
6579,AMAD09335,AMAD,2009,3.0,Switzerland,2009-10-28,2009-11-01,0945,0
6580,AMAD09336,AMAD,2009,3.0,Belarus,2009-10-13,2009-10-26,1600,0
6581,AMAD09337,AMAD,2009,3.0,Iran,2009-11-06,2009-11-15,,0
6582,AMAD09338,AMAD,2009,3.0,Bulgaria,2009-11-20,2009-11-23,0945,0
6583,AMAD09339,AMAD,2009,3.0,Italy,2009-10-22,2009-11-01,0845,0
6584,AMAD09340,AMAD,2009,3.0,Italy,2009-11-15,2009-11-23,1030,0
6585,AMAD09341,AMAD,2009,3.0,UK,2009-11-07,2009-11-21,1130,0
6586,AMAD09342,AMAD,2009,3.0,Italy,2009-11-07,2009-11-11,0942,0
6587,AMAD09343,AMAD,2009,3.0,USA,2009-11-06,2009-11-08,,0
6588,AMAD09344,AMAD,2009,3.0,USA,2009-11-06,2009-11-09,,0
6589,AMAD09345,AMAD,2009,3.0,Italy,2009-10-22,2009-10-27,,0
6590,AMAD09346,AMAD,2009,3.0,Germany,2009-10-20,2009-10-25,1300,0
6591,ANN109301,ANN1,2009,3.0,S Korea,2009-09-18,2009-10-03,,0
6592,ANN109302,ANN1,2009,3.0,S Korea,2009-09-18,2009-10-03,,0
6593,ANN109303,ANN1,2009,3.0,S Korea,2009-09-06,2009-10-03,,0
6594,ANN109304,ANN1,2009,3.0,S Korea,2009-09-21,2009-10-03,,1
6595,ANN409301,ANN4,2009,3.0,Switzerland,2009-10-17,2009-11-02,,0
6596,ARNK09301,ARNK,2009,3.0,France,2009-09-29,2009-09-29,,0
6597,ARNK09302,ARNK,2009,3.0,USA,,,,0
6598,BARU09301,BARU,2009,3.0,Germany,2009-10-07,2009-10-17,1000,0
6599,BARU09302,BARU,2009,3.0,Denmark,2009-10-05,2009-10-17,1045,0
6600,BARU09303,BARU,2009,3.0,France,2009-10-16,2009-10-22,1130,0
6601,BARU09304,BARU,2009,3.0,Australia,2009-10-25,2009-10-30,1005,0
6602,BARU09305,BARU,2009,3.0,UK,2009-11-02,2009-11-04,,0
6603,BARU09306,BARU,2009,3.0,Poland,2009-09-24,2009-10-03,,0
6604,BARU09307,BARU,2009,3.0,USA,2009-10-13,2009-10-17,,0
6605,BARU09308,BARU,2009,3.0,USA,2009-11-20,2009-11-25,1220,0
6606,BARU09309,BARU,2009,3.0,Netherlands,2009-10-16,2009-10-22,1327,0
6607,BARU09310,BARU,2009,3.0,Spain,2009-10-21,2009-10-26,0930,0
6608,BARU09311,BARU,2009,3.0,Germany,2009-10-21,2009-10-26,1145,0
6609,BARU09312,BARU,2009,3.0,France,2009-10-25,2009-10-28,1200,0
6610,BARU09313,BARU,2009,3.0,Switzerland,2009-11-26,2009-11-30,,0
6611,CHOB09301,CHOB,2009,3.0,Italy,2009-11-16,2009-11-19,,0
6612,CHOY09312,CHOY,2009,3.0,Spain,2009-09-06,2009-09-23,1200,0
6613,CHOY09313,CHOY,2009,3.0,Spain,2009-09-10,2009-10-01,,0
6614,CHOY09314,CHOY,2009,3.0,Czech Republic,,2009-10-01,1200,0
6615,CHOY09315,CHOY,2009,3.0,Italy,2009-09-06,2009-09-23,1230,0
6616,CHOY09316,CHOY,2009,3.0,USA,2009-09-09,2009-09-30,0930,1
6617,CHOY09317,CHOY,2009,3.0,Poland,2009-09-25,2009-10-02,,0
6618,CHOY09318,CHOY,2009,3.0,Poland,2009-09-14,2009-09-26,,0
6619,CHOY09319,CHOY,2009,3.0,Portugal,2009-09-06,2009-09-24,0930,0
6620,CHOY09320,CHOY,2009,3.0,Russia,2009-09-10,2009-09-24,0800,1
6621,CHOY09321,CHOY,2009,3.0,New Zealand,2009-09-20,2009-10-04,,1
6622,CHOY09322,CHOY,2009,3.0,Norway,2009-09-10,2009-09-29,0645,1
6623,CHOY09323,CHOY,2009,3.0,Germany,2009-09-07,2009-09-26,1130,0
6624,CHOY09324,CHOY,2009,3.0,Argentina,2009-09-16,2009-10-01,,0
6625,CHOY09325,CHOY,2009,3.0,Italy,2009-09-10,2009-09-24,0624,1
6626,CHOY09326,CHOY,2009,3.0,Sweden,2009-10-06,2009-10-09,,0
6627,CHOY09327,CHOY,2009,3.0,Italy,2009-09-10,2009-09-29,0900,0
6628,CHOY09328,CHOY,2009,3.0,Hungary,2009-09-03,2009-09-24,1315,0
6629,CHOY09329,CHOY,2009,3.0,Iran,2009-09-08,2009-09-26,,0
6630,CHOY09330,CHOY,2009,3.0,France,2009-09-10,2009-09-30,0830,1
6631,CHOY09331,CHOY,2009,3.0,USA,2009-09-07,2009-09-27,0820,1
6632,CHOY09332,CHOY,2009,3.0,Spain,2009-09-10,2009-09-25,1200,0
6633,CHOY09333,CHOY,2009,3.0,Austria,2009-09-07,2009-09-29,1030,0
6634,CHOY09334,CHOY,2009,3.0,USA,2009-09-12,2009-09-24,0630,1
6635,CHOY09335,CHOY,2009,3.0,USA,2009-09-10,2009-09-27,0927,1
6636,CHOY09336,CHOY,2009,3.0,Slovakia,2009-09-17,2009-09-26,1500,0
6637,CHOY09337,CHOY,2009,3.0,UK,2009-09-04,2009-09-24,0650,1
6638,CHOY09338,CHOY,2009,3.0,Canada,2009-09-03,2009-09-24,0815,1
6639,CHOY09339,CHOY,2009,3.0,Spain,2009-09-07,2009-09-27,,0
6640,CHOY09340,CHOY,2009,3.0,Japan,2009-09-16,2009-10-01,1015,1
6641,CHOY09341,CHOY,2009,3.0,Spain,2009-09-07,2009-10-01,1045,0
6642,CHOY09342,CHOY,2009,3.0,Spain,2009-09-07,2009-09-26,1015,0
6643,CHOY09343,CHOY,2009,3.0,Germany,2009-09-10,2009-09-26,1050,0
6644,CHOY09344,CHOY,2009,3.0,UK,2009-08-31,2009-09-24,0450,1
6645,CHOY09345,CHOY,2009,3.0,France,2009-09-10,2009-09-30,,0
6646,CHOY09346,CHOY,2009,3.0,Belgium,2009-09-10,2009-10-01,,0
6647,CHOY09347,CHOY,2009,3.0,Italy,2009-09-05,2009-09-24,0900,0
6648,CHOY09348,CHOY,2009,3.0,Japan,2009-09-06,2009-09-24,0600,1
6649,CHOY09349,CHOY,2009,3.0,Japan,2009-09-14,2009-09-27,0604,1
6650,CHOY09350,CHOY,2009,3.0,Czech Republic,2009-09-02,2009-09-19,1400,0
6651,CHOY09351,CHOY,2009,3.0,Spain,2009-09-03,2009-09-22,1400,0
6652,CHOY09352,CHOY,2009,3.0,France,2009-09-14,2009-09-27,0700,1
6653,CHOY09353,CHOY,2009,3.0,Australia,2009-09-05,2009-09-29,0930,1
6654,CHOY09354,CHOY,2009,3.0,Canada,2009-09-06,2009-09-24,0704,1
6655,CHOY09355,CHOY,2009,3.0,Norway,2009-09-06,2009-09-28,0804,1
